32.50234527,31.70700585,,0,48.119085
53.42680403,68.77759598,,1,79.04008017
61.53035803,62.5623823,,2,91.01505915
47.47563963,71.54663223,,3,70.24578218
59.81320787,87.23092513,,4,88.47755067
55.14218841,78.21151827,,5,81.57497929
52.21179669,79.64197305,,6,77.24461026
39.29956669,59.17148932,,7,58.16363875
48.10504169,75.3312423,,8,71.17587735
52.55001444,71.30087989,,9,77.74440954
45.41973014,55.16567715,,10,67.20767409
54.35163488,82.47884676,,11,80.40674349
44.1640495,62.00892325,,12,65.35209944
58.16847072,75.39287043,,13,86.04705007
56.72720806,81.43619216,,14,83.9172327
48.95588857,60.72360244,,15,72.43321128
44.68719623,82.89250373,,16,66.12517643
60.29732685,97.37989686,,17,89.19295463
45.61864377,48.84715332,,18,67.50161753
38.81681754,56.87721319,,19,57.45025904
66.18981661,83.87856466,,20,97.90054651
65.41605175,118.5912173,,21,96.75712006
47.48120861,57.25181946,,22,70.2540117
41.57564262,51.39174408,,23,61.52709649
51.84518691,75.38065167,,24,76.70285482
59.37082201,74.76556403,,25,87.82381758
57.31000344,95.45505292,,26,84.77845512
63.61556125,95.22936602,,27,94.09645589
46.73761941,79.05240617,,28,69.15517716
50.55676015,83.43207142,,29,74.7988898
52.22399609,63.35879032,,30,77.26263784
35.56783005,41.4128853,,31,52.649087
42.43647694,76.61734128,,32,62.79918932
58.16454011,96.76956643,,33,86.04124164
57.50444762,74.08413012,,34,85.06579386
45.44053073,66.58814441,,35,67.23841203
61.89622268,77.76848242,,36,91.55571348
33.09383174,50.71958891,,37,48.99315062
36.43600951,62.12457082,,38,53.93203406
37.67565486,60.81024665,,39,55.76391265
44.55560838,52.68298337,,40,65.93072327
43.31828263,58.56982472,,41,64.10227246
50.07314563,82.90598149,,42,74.0842313
43.87061265,61.4247098,,43,64.91847487
62.99748075,115.2441528,,44,93.18309108
32.66904376,45.57058882,,45,48.36542271
40.16689901,54.0840548,,46,59.44533395
53.57507753,87.99445276,,47,79.25919046
33.86421497,52.72549438,,48,50.13157989
64.70713867,93.57611869,,49,95.70952795
38.11982403,80.16627545,,50,56.420281
44.50253806,65.10171157,,51,65.85229892
40.59953838,65.56230126,,52,60.08466423
41.72067636,65.28088692,,53,61.74141924
51.08863468,73.43464155,,54,75.58486424
55.0780959,71.13972786,,55,81.48026697
41.37772653,79.10282968,,56,61.23462717
62.49469743,86.52053844,,57,92.440106
49.20388754,84.74269781,,58,72.7996903
41.10268519,59.35885025,,59,60.82818644
41.18201611,61.68403752,,60,60.94541724
50.18638949,69.84760416,,61,74.25157675
52.37844622,86.09829121,,62,77.49087561
50.13548549,59.10883927,,63,74.17635366
33.64470601,69.89968164,,64,49.80720182
39.55790122,44.86249071,,65,58.54539107
56.13038882,85.49806778,,66,83.03528659
57.36205213,95.53668685,,67,84.85536977
60.26921439,70.25193442,,68,89.15141161
35.67809389,52.72173496,,69,52.81202874
31.588117,50.39267014,,70,46.76808958
53.66093226,63.64239878,,71,79.38606178
46.68222865,72.24725107,,72,69.07332379
43.10782022,57.81251298,,73,63.79126287
70.34607562,104.2571016,,74,104.0424337
44.49285588,86.64202032,,75,65.83799113
57.5045333,91.486778,,76,85.06592048
36.93007661,55.23166089,,77,54.66213879
55.80573336,79.55043668,,78,82.55552891
38.95476907,44.84712424,,79,57.65411611
56.9012147,80.20752314,,80,84.17436999
56.86890066,83.14274979,,81,84.1266181
34.3331247,55.72348926,,82,50.82450848
59.04974121,77.63418251,,83,87.34934233
57.78822399,99.05141484,,84,85.48514272
54.28232871,79.12064627,,85,80.3043267
51.0887199,69.58889785,,86,75.58499017
50.28283635,69.51050331,,87,74.39410052
44.21174175,73.68756432,,88,65.42257639
38.00548801,61.36690454,,89,56.25132163
32.94047994,67.17065577,,90,48.76653592
53.69163957,85.66820315,,91,79.43143932
68.76573427,114.8538712,,92,101.7070936
46.2309665,90.12357207,,93,68.40647382
68.31936082,97.91982104,,94,101.0474679
50.03017434,81.53699078,,95,74.02073073
49.23976534,72.11183247,,96,72.85270851
50.03957594,85.23200734,,97,74.03462389
48.14985889,66.22495789,,98,71.2421057
25.12848465,53.45439421,,99,37.22240608
